"","id","Nombre_legislador","Provincia","Orientacion","Voto","Genero","Edad","Rango_Edad","Camara","Anio","seats","colour","orden","cantidad_filas","linea_media","government","x","y","row","theta"
"445",445,"Hein,  Gustavo Rene","ENTRE RÍOS","CAMBIEMOS","NEGATIVO","MASCULINO",48,"46-55","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.15573856339278,0.839693217560676,4,2.51327412287183
"446",446,"Heller,  Carlos Salomón","C.A.B.A.","KIRCHNERISMO/PJ","AFIRMATIVO","FEMENINO",80,"76-85","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.1019216166055,1.31321904534682,6,0.872664625997165
"447",447,"Hernández,  Estela Beatriz","CHUBUT","KIRCHNERISMO/PJ","AFIRMATIVO","MASCULINO",66,"66-75","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.95590086622694,1.06163546496771,4,0.837758040957278
"448",448,"Herrera,  Bernardo José","SANTIAGO DEL ESTERO","KIRCHNERISMO/PJ","NEGATIVO","MASCULINO",51,"46-55","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-0.809016994374947,0.587785252292473,1,2.51327412287183
"449",449,"Iglesias,  Fernando Adolfo","C.A.B.A.","CAMBIEMOS","AFIRMATIVO","MASCULINO",63,"56-65","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.25780863301923,1.36634440553582,7,0.826734908839419
"450",450,"Igon., Santiago","CHUBUT","KIRCHNERISMO/PJ","AFIRMATIVO","FEMENINO",43,"36-45","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.36034547554184,1.46610374365965,8,0.822798075940184
"451",451,"Jetter,  Ingrid","CORRIENTES","CAMBIEMOS","NEGATIVO","FEMENINO",49,"46-55","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.46554666030759,1.14068075213795,7,2.48020472651826
"452",452,"Joury,  Mercedes","BUENOS AIRES","CAMBIEMOS","AFIRMATIVO","MASCULINO",38,"36-45","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.780060735107033,0.835241102032142,2,0.81954590963212
"453",453,"Juez,  Luis Alfredo","CÓRDOBA","CAMBIEMOS","NEGATIVO","MASCULINO",57,"56-65","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.56366296493606,1.24697960371747,8,2.46839422782055
"454",454,"Kirchner., Máximo","SANTA CRUZ","KIRCHNERISMO/PJ","AFIRMATIVO","MASCULINO",43,"36-45","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.8823106772598,0.935194682022491,3,0.81448698426402
"455",455,"Koenig,  Marcelo Christian","BUENOS AIRES","KIRCHNERISMO/PJ","AFIRMATIVO","MASCULINO",55,"46-55","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.21218305346265,1.21218305346265,6,0.785398163397448
"456",456,"Lacoste,  Jorge Enrique","ENTRE RÍOS","CAMBIEMOS","AFIRMATIVO","MASCULINO",56,"56-65","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.11116779900743,1.11116779900743,5,0.785398163397448
"457",457,"Lampreabe,  Florencia","BUENOS AIRES","KIRCHNERISMO/PJ","AFIRMATIVO","FEMENINO",38,"36-45","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.707106781186548,0.707106781186547,1,0.785398163397448
"458",458,"Landriscini,  Susana Graciela","RIO NEGRO","KIRCHNERISMO/PJ","AFIRMATIVO","FEMENINO",68,"66-75","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.46610374365965,1.36034547554184,8,0.747998250854713
"459",459,"Laspina,  Luciano","SANTA FE","CAMBIEMOS","NEGATIVO","MASCULINO",48,"46-55","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-0.88652718937648,0.72124336494406,2,2.45863772889636
"460",460,"Latorre,  Jimena Hebe","MENDOZA","CAMBIEMOS","AFIRMATIVO","FEMENINO",34,"25-35","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.36634440553582,1.25780863301923,7,0.744061417955477
"461",461,"Lehmann,  María Lucila","SANTA FE","CAMBIEMOS","NEGATIVO","FEMENINO",37,"36-45","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.21473071242716,0.996903732257157,5,2.45436926061703
"462",462,"Leito,  Mario","TUCUMÁN","KIRCHNERISMO/PJ","AFIRMATIVO","MASCULINO",56,"56-65","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.06163546496771,0.95590086622694,4,0.733038285837618
"463",463,"Leiva,  Aldo","CHACO","KIRCHNERISMO/PJ","NEGATIVO","MASCULINO",57,"56-65","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.31321904534682,1.1019216166055,6,2.44346095279206
"464",464,"Lena,  Gabriela Mabel","ENTRE RÍOS","CAMBIEMOS","AFIRMATIVO","FEMENINO",54,"46-55","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.31321904534682,1.1019216166055,6,0.698131700797732
"465",465,"López Rodríguez,  Dante Edgardo","CATAMARCA","KIRCHNERISMO/PJ","AFIRMATIVO","MASCULINO",51,"46-55","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.984914284010115,0.826441212454122,3,0.698131700797732
"466",466,"Lopez,  Jimena","BUENOS AIRES","KIRCHNERISMO/PJ","AFIRMATIVO","MASCULINO",37,"36-45","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.21473071242716,0.996903732257157,5,0.687223392972767
"467",467,"López,  Juan Manuel","C.A.B.A.","CAMBIEMOS","AFIRMATIVO","FEMENINO",41,"36-45","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.88652718937648,0.72124336494406,2,0.682954924693433
"468",468,"Lospennato., Silvia","BUENOS AIRES","CAMBIEMOS","AFIRMATIVO","FEMENINO",43,"36-45","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.56366296493606,1.24697960371747,8,0.673198425769241
"469",469,"Macha,  Mónica","BUENOS AIRES","KIRCHNERISMO/PJ","AFIRMATIVO","FEMENINO",48,"46-55","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.46554666030759,1.14068075213795,7,0.661387927071535
"470",470,"Manzi,  Rubén","CATAMARCA","CAMBIEMOS","NEGATIVO","MASCULINO",66,"66-75","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-0.984914284010114,0.826441212454122,3,2.44346095279206
"471",471,"Maquieyra., Martín","LA PAMPA","CAMBIEMOS","NEGATIVO","MASCULINO",32,"25-35","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.06163546496771,0.95590086622694,4,2.40855436775217
"472",472,"Marquez,  Claudia Gabriela","CÓRDOBA","CONSENSO FEDERAL / PJ NO K","NEGATIVO","FEMENINO",51,"46-55","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.36634440553582,1.25780863301923,7,2.39753123563432
"473",473,"Martiarena,  José Luis","JUJUY","KIRCHNERISMO/PJ","NEGATIVO","MASCULINO",60,"56-65","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.46610374365965,1.36034547554184,8,2.39359440273508
"474",474,"Martin,  Juan","SANTA FE","CAMBIEMOS","AFIRMATIVO","MASCULINO",33,"25-35","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.15573856339278,0.839693217560676,4,0.628318530717959
"475",475,"Martínez Villada., Leonor","CÓRDOBA","CAMBIEMOS","NEGATIVO","FEMENINO",70,"66-75","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.21218305346265,1.21218305346265,6,2.35619449019234
"476",476,"Martínez,  Germán Pedro","SANTA FE","KIRCHNERISMO/PJ","AFIRMATIVO","MASCULINO",45,"36-45","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.809016994374947,0.587785252292473,1,0.628318530717959
"477",477,"Martínez,  Maria Dolores","C.A.B.A.","CAMBIEMOS","AFIRMATIVO","FEMENINO",42,"36-45","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.40426064735256,0.983273890887507,6,0.610865238198015
"478",478,"Martínez,  Maria Rosa","BUENOS AIRES","KIRCHNERISMO/PJ","AFIRMATIVO","FEMENINO",65,"56-65","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.65247754863199,1.12664011612724,8,0.59839860068377
"479",479,"Marziotta,  Maria Gisela","C.A.B.A.","KIRCHNERISMO/PJ","AFIRMATIVO","MASCULINO",45,"36-45","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.30659510504686,0.873038937602232,5,0.589048622548086
"480",480,"Masín., María Lucila","CHACO","KIRCHNERISMO/PJ","AFIRMATIVO","FEMENINO",36,"36-45","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.07419861467378,0.706511543233893,3,0.581776417331443
"481",481,"Massetani., Vanesa","SANTA FE","KIRCHNERISMO/PJ","NEGATIVO","FEMENINO",38,"36-45","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.11116779900743,1.11116779900743,5,2.35619449019234
"482",482,"Matzen,  Lorena","RIO NEGRO","CAMBIEMOS","AFIRMATIVO","FEMENINO",41,"36-45","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.5547377453447,1.01576086508451,7,0.578714436187593
"483",483,"Medina,  Gladys","TUCUMÁN","KIRCHNERISMO/PJ","NEGATIVO","FEMENINO",47,"46-55","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-0.707106781186547,0.707106781186548,1,2.35619449019234
"484",484,"Medina,  Martín Nicolás","BUENOS AIRES","CAMBIEMOS","NEGATIVO","MASCULINO",35,"25-35","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-0.8823106772598,0.935194682022491,3,2.32710566932577
"485",485,"Mendoza,  Josefina","BUENOS AIRES","CAMBIEMOS","AFIRMATIVO","FEMENINO",28,"25-35","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.976479319481701,0.593810228611924,2,0.546363939754747
"486",486,"Menna,  Gustavo","CHUBUT","CAMBIEMOS","AFIRMATIVO","MASCULINO",55,"46-55","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.73205080756888,1,8,0.523598775598299
"487",487,"Mestre,  Diego Matías","CÓRDOBA","CAMBIEMOS","NEGATIVO","MASCULINO",42,"36-45","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-0.780060735107033,0.835241102032142,2,2.32204674395767
"488",488,"Moises,  María Carolina","JUJUY","KIRCHNERISMO/PJ","AFIRMATIVO","FEMENINO",45,"36-45","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.48461497791618,0.857142857142857,6,0.523598775598299
"489",489,"Monaldi,  Osmar","JUJUY","CAMBIEMOS","NEGATIVO","MASCULINO",56,"56-65","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.36034547554184,1.46610374365965,8,2.31879457764961
"490",490,"Montoto,  María Luisa","SANTIAGO DEL ESTERO","KIRCHNERISMO/PJ","NEGATIVO","FEMENINO",68,"66-75","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.25780863301923,1.36634440553582,7,2.31485774475037
"491",491,"Morales Gorleri,  Victoria","C.A.B.A.","CAMBIEMOS","NEGATIVO","FEMENINO",48,"46-55","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-0.95590086622694,1.06163546496771,4,2.30383461263251
"492",492,"Morales,  Flavia","MISIONES","OTROS","AFIRMATIVO","FEMENINO",45,"36-45","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.23717914826348,0.714285714285714,4,0.523598775598299
"493",493,"Moreau,  Leopoldo Raúl Guido","BUENOS AIRES","KIRCHNERISMO/PJ","AFIRMATIVO","FEMENINO",44,"36-45","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.63330839509777,0.883902301354565,7,0.496040945303652
"494",494,"Moreau., Cecilia","BUENOS AIRES","KIRCHNERISMO/PJ","AFIRMATIVO","MASCULINO",74,"66-75","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.38587627254741,0.740766300726568,5,0.490873852123405
"495",495,"Mosqueda,  Juan","CHACO","KIRCHNERISMO/PJ","NEGATIVO","MASCULINO",58,"56-65","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.1019216166055,1.31321904534682,6,2.26892802759263
"496",496,"Mounier,  Patricia Monica","SANTA FE","KIRCHNERISMO/PJ","AFIRMATIVO","FEMENINO",57,"56-65","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.891006524188368,0.453990499739547,1,0.471238898038469
"497",497,"Moyano,  Facundo","BUENOS AIRES","KIRCHNERISMO/PJ","AFIRMATIVO","MASCULINO",36,"36-45","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.14895625184439,0.577027517400594,3,0.465421133865155
"498",498,"Muñoz,  Rosa Rosario","CHUBUT","CONSENSO FEDERAL / PJ NO K","NEGATIVO","FEMENINO",70,"66-75","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-0.996903732257157,1.21473071242716,5,2.25801971976766
"499",499,"Najul,  Claudia Inés","MENDOZA","CAMBIEMOS","AFIRMATIVO","FEMENINO",58,"56-65","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.80193773580484,0.867767478235116,8,0.448798950512828
"500",500,"Nanni., Miguel","SALTA","CAMBIEMOS","NEGATIVO","MASCULINO",43,"36-45","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.24697960371747,1.56366296493606,8,2.24399475256414
"501",501,"Navarro,  Graciela","SANTIAGO DEL ESTERO","KIRCHNERISMO/PJ","NEGATIVO","FEMENINO",62,"56-65","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.14068075213795,1.46554666030759,7,2.23218425386643
"502",502,"Neder,  Estela Mary","SANTIAGO DEL ESTERO","KIRCHNERISMO/PJ","NEGATIVO","FEMENINO",63,"56-65","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-0.767775332189296,1.03130124782791,3,2.21075038585948
"503",503,"Negri,  Mario Raúl","CÓRDOBA","CAMBIEMOS","AFIRMATIVO","MASCULINO",66,"66-75","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.55367049206283,0.724488448698342,6,0.436332312998582
"504",504,"Núñez., José Carlos","SANTA FE","CAMBIEMOS","NEGATIVO","MASCULINO",46,"46-55","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-0.839693217560676,1.15573856339278,4,2.19911485751286
"505",505,"Obeid,  Alejandra Del Huerto","SANTA FE","KIRCHNERISMO/PJ","AFIRMATIVO","FEMENINO",42,"36-45","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.30506493948943,0.581052347251143,4,0.418879020478639
"506",506,"Ocaña,  Maria Graciela","BUENOS AIRES","CAMBIEMOS","AFIRMATIVO","FEMENINO",60,"56-65","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.70072189235939,0.746005788641229,7,0.41336745441971
"507",507,"Oliveto Lago,  Paula Mariana","C.A.B.A.","CAMBIEMOS","NEGATIVO","FEMENINO",47,"46-55","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-0.587785252292473,0.809016994374947,1,2.19911485751286
"508",508,"Ormachea,  Claudia","BUENOS AIRES","KIRCHNERISMO/PJ","AFIRMATIVO","FEMENINO",61,"56-65","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.0482414874348,0.455315531252847,2,0.40977295481606
"509",509,"Orrego,  Humberto Marcelo","SAN JUAN","CAMBIEMOS","NEGATIVO","MASCULINO",45,"36-45","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-0.659063225274134,0.93367987772622,2,2.18545575901899
"510",510,"Osuna,  Blanca Inés","ENTRE RÍOS","KIRCHNERISMO/PJ","AFIRMATIVO","FEMENINO",70,"66-75","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.45181069394631,0.601359679430855,5,0.392699081698724
"511",511,"Parola,  Maria Graciela","FORMOSA","KIRCHNERISMO/PJ","NEGATIVO","FEMENINO",42,"36-45","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-0.983273890887507,1.40426064735256,6,2.18166156499291
"512",512,"Pastori,  Luis Mario","MISIONES","CAMBIEMOS","NEGATIVO","MASCULINO",68,"66-75","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.12664011612724,1.65247754863199,8,2.16919492747867
"513",513,"Patiño., José Luis","C.A.B.A.","CAMBIEMOS","ABSTENCION","FEMENINO",56,"56-65","Diputadxs",2020,1,"#cac795",2,8,128,0,-0.149460187172849,1.99440759436236,8,1.64559615188037
"514",514,"Penacca,  Paula Andrea","C.A.B.A.","KIRCHNERISMO/PJ","AFIRMATIVO","FEMENINO",39,"36-45","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.86174749728841,0.73068204873279,8,0.373999125427356
"515",515,"Pérez Araujo,  Hernán","LA PAMPA","KIRCHNERISMO/PJ","AFIRMATIVO","MASCULINO",45,"36-45","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.61090163563299,0.586320245701146,6,0.349065850398866
"516",516,"Pertile,  Elda","CHACO","KIRCHNERISMO/PJ","NEGATIVO","FEMENINO",67,"66-75","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-0.873038937602232,1.30659510504686,5,2.15984494934298
"517",517,"Petri,  Luis Alfonso","MENDOZA","CAMBIEMOS","NEGATIVO","MASCULINO",43,"36-45","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.01576086508451,1.5547377453447,7,2.14951076298249
"518",518,"Piccolomini,  María Carla","BUENOS AIRES","CAMBIEMOS","NEGATIVO","FEMENINO",40,"36-45","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1,1.73205080756888,8,2.0943951023932
"519",519,"Polledo,  Carmen","C.A.B.A.","CAMBIEMOS","NEGATIVO","FEMENINO",68,"66-75","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-0.857142857142857,1.48461497791618,6,2.0943951023932
"520",520,"Ponce,  Carlos Ybrhain","SAN LUIS","KIRCHNERISMO/PJ","AFIRMATIVO","MASCULINO",50,"46-55","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.20817622672474,0.43974018427586,3,0.349065850398866
"521",521,"Quetglas,  Fabio José","BUENOS AIRES","CAMBIEMOS","AFIRMATIVO","MASCULINO",55,"46-55","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.75651773458689,0.603013299951555,7,0.330693963535768
"522",522,"Ramón,  José Luis","MENDOZA","OTROS","NEGATIVO","MASCULINO",56,"56-65","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-0.714285714285714,1.23717914826348,4,2.0943951023932
"523",523,"Rauschenberger,  Ariel","LA PAMPA","KIRCHNERISMO/PJ","AFIRMATIVO","MASCULINO",54,"46-55","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.35865216613593,0.441452849107068,4,0.314159265358979
"524",524,"Regidor Belledone,  Estela Mercedes","CORRIENTES","CAMBIEMOS","NEGATIVO","FEMENINO",50,"46-55","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-0.642857142857142,1.11346123343714,3,2.0943951023932
"525",525,"Rey,  Maria Lujan","BUENOS AIRES","CAMBIEMOS","AFIRMATIVO","FEMENINO",51,"46-55","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.951056516295154,0.309016994374947,1,0.314159265358979
"526",526,"Reyes,  Roxana Nahir","SANTA CRUZ","CAMBIEMOS","NEGATIVO","FEMENINO",55,"46-55","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-0.883902301354565,1.63330839509777,7,2.06683727209855
"527",527,"Rezinovsky,  Dina Esther","C.A.B.A.","CAMBIEMOS","NEGATIVO","FEMENINO",33,"25-35","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-0.740766300726568,1.38587627254741,5,2.0616701789183
"528",528,"Riccardo,  José Luis","SAN LUIS","CAMBIEMOS","AFIRMATIVO","MASCULINO",59,"56-65","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.91114561157228,0.589510348821808,8,0.299199300341885
"529",529,"Ritondo,  Cristian","BUENOS AIRES","CAMBIEMOS","NEGATIVO","MASCULINO",54,"46-55","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-0.525788614549888,1.01472596388843,2,2.0488647740803
"530",530,"Rizzotti,  Jorge","JUJUY","CAMBIEMOS","AFIRMATIVO","MASCULINO",58,"56-65","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.50376338472204,0.456161635685584,5,0.294524311274043
"531",531,"Rodriguez Saa,  Nicolás Marcelo","BUENOS AIRES","KIRCHNERISMO/PJ","AFIRMATIVO","MASCULINO",36,"36-45","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.10047689982606,0.308339167036599,2,0.273181969877373
"532",532,"Rodriguez,  Alejandro","BUENOS AIRES","CONSENSO FEDERAL / PJ NO K","NEGATIVO","MASCULINO",55,"46-55","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-0.453990499739547,0.891006524188368,1,2.04203522483337
"533",533,"Romero,  Jorge Antonio","CORRIENTES","KIRCHNERISMO/PJ","NEGATIVO","MASCULINO",62,"56-65","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-0.867767478235116,1.80193773580484,8,2.01959527730772
"534",534,"Romero,  Victor Hugo","CÓRDOBA","CAMBIEMOS","NEGATIVO","MASCULINO",57,"56-65","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-0.724488448698342,1.55367049206283,6,2.00712863979348
"535",535,"Rosso,  Victoria","SAN LUIS","KIRCHNERISMO/PJ","NEGATIVO","FEMENINO",41,"36-45","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-0.581052347251143,1.30506493948943,4,1.98967534727354
"536",536,"Ruarte,  Adriana Noemi","CÓRDOBA","CAMBIEMOS","NEGATIVO","FEMENINO",51,"46-55","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-0.746005788641229,1.70072189235939,7,1.98416378121461
"537",537,"Ruiz Aragón., José","CORRIENTES","KIRCHNERISMO/PJ","AFIRMATIVO","MASCULINO",33,"25-35","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.65587284506697,0.443689791604321,6,0.261799387799149
"538",538,"Russo,  Laura","BUENOS AIRES","KIRCHNERISMO/PJ","AFIRMATIVO","FEMENINO",39,"36-45","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.80031477960161,0.45590161897577,7,0.248020472651826
"539",539,"Sahad,  Julio Enrique","LA RIOJA","CAMBIEMOS","NEGATIVO","MASCULINO",64,"56-65","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-0.509245413478916,1.18056356598892,3,1.97803981892691
"540",540,"Salvador,  Sebastian Nicolás","BUENOS AIRES","CAMBIEMOS","AFIRMATIVO","MASCULINO",43,"36-45","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.25105769074549,0.296506119525994,3,0.232710566932577
"541",541,"Sanchez,  Francisco","NEUQUÉN","CAMBIEMOS","NEGATIVO","MASCULINO",47,"46-55","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-0.601359679430855,1.45181069394631,5,1.96349540849362
"542",542,"Sand Giorasi,  Nancy Aracely","CORRIENTES","KIRCHNERISMO/PJ","NEGATIVO","FEMENINO",56,"56-65","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-0.73068204873279,1.86174749728841,8,1.94479545222225
"543",543,"Sapag,  Alma Liliana","NEUQUÉN","OTROS","NEGATIVO","FEMENINO",68,"66-75","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-0.586320245701146,1.61090163563299,6,1.91986217719376
"544",544,"Sarghini,  Jorge Emilio","BUENOS AIRES","KIRCHNERISMO/PJ","AFIRMATIVO","MASCULINO",67,"66-75","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.94985582436365,0.445041867912629,8,0.224399475256414
"545",545,"Sartori,  Diego Horacio","MISIONES","OTROS","NEGATIVO","MASCULINO",61,"56-65","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-0.382719556766841,1.07686962527865,2,1.91227378914161
"546",546,"Scaglia,  Gisela","SANTA FE","CAMBIEMOS","NEGATIVO","FEMENINO",44,"36-45","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-0.603013299951555,1.75651773458689,7,1.90149029033066
"547",547,"Schiavoni,  Alfredo Oscar","MISIONES","CAMBIEMOS","NEGATIVO","MASCULINO",57,"56-65","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-0.441452849107068,1.35865216613593,4,1.88495559215388
"548",548,"Schlereth,  David Pablo","NEUQUÉN","CAMBIEMOS","NEGATIVO","MASCULINO",50,"46-55","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-0.309016994374947,0.951056516295154,1,1.88495559215388
"549",549,"Schwindt,  María Liliana","BUENOS AIRES","KIRCHNERISMO/PJ","AFIRMATIVO","FEMENINO",57,"56-65","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.39735371533401,0.297016701168228,4,0.20943951023932
"550",550,"Selva., Carlos Américo","BUENOS AIRES","KIRCHNERISMO/PJ","NEGATIVO","MASCULINO",62,"56-65","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-0.589510348821808,1.91114561157228,8,1.86999562713678
"551",551,"Sierra,  Magdalena","BUENOS AIRES","KIRCHNERISMO/PJ","AFIRMATIVO","FEMENINO",54,"46-55","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.54123401206222,0.306570506025344,5,0.196349540849362
"552",552,"Siley,  Vanesa","BUENOS AIRES","KIRCHNERISMO/PJ","AFIRMATIVO","FEMENINO",36,"36-45","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.68824186230664,0.297682590286166,6,0.174532925199433
"553",553,"Soria,  Martin Ignacio","RIO NEGRO","KIRCHNERISMO/PJ","AFIRMATIVO","MASCULINO",45,"36-45","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.83181384917648,0.30567566766422,7,0.165346981767884
"554",554,"Sposito,  Ayelén","RIO NEGRO","KIRCHNERISMO/PJ","AFIRMATIVO","FEMENINO",35,"25-35","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.987688340595138,0.156434465040231,1,0.15707963267949
"555",555,"Stefani,  Héctor Antonio","TIERRA DEL FUEGO","CAMBIEMOS","NEGATIVO","MASCULINO",61,"56-65","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-0.456161635685583,1.50376338472204,5,1.86532063806894
"556",556,"Stilman,  Mariana","BUENOS AIRES","CAMBIEMOS","AFIRMATIVO","FEMENINO",45,"36-45","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.97766165245026,0.298084532352349,8,0.149599650170943
"557",557,"Suarez Lastra,  Facundo","C.A.B.A.","CAMBIEMOS","AFIRMATIVO","MASCULINO",66,"66-75","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.13221250975581,0.155619027538568,2,0.136590984938687
"558",558,"Tailhade., Luis Rodolfo","BUENOS AIRES","KIRCHNERISMO/PJ","AFIRMATIVO","MASCULINO",50,"46-55","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.27702074566821,0.14926231816101,3,0.116355283466289
"559",559,"Terada,  Alicia","CHACO","CAMBIEMOS","NEGATIVO","FEMENINO",68,"66-75","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-0.368747013485687,1.23170080154849,3,1.86168453546062
"560",560,"Tonelli,  Pablo Gabriel","C.A.B.A.","CAMBIEMOS","NEGATIVO","MASCULINO",66,"66-75","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-0.443689791604321,1.65587284506697,6,1.83259571459405
"561",561,"Torello., Pablo","BUENOS AIRES","CAMBIEMOS","NEGATIVO","MASCULINO",61,"56-65","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-0.45590161897577,1.80031477960161,7,1.81881679944672
"562",562,"Torres,  Ignacio Agustin","CHUBUT","CAMBIEMOS","NEGATIVO","MASCULINO",32,"25-35","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-0.445041867912629,1.94985582436365,8,1.79519580205131
